# 
# 04/20/2021 23:21:34
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P208 - D05 [kg m^-3],P209 - D06 [kg m^-3],P210 - D07 [kg m^-3],P211 - D08 [kg m^-3],P212 - D09 [kg m^-3],P213 - D10 [kg m^-3],P214 - D11 [kg m^-3],P215 - D12 [kg m^-3],P216 - D13 [kg m^-3],P217 - D14 [kg m^-3],P218 - D15 [kg m^-3],P219 - P01 [Pa],P220 - P02 [Pa],P221 - P03 [Pa],P222 - P04 [Pa],P223 - P05 [Pa],P224 - P06 [Pa],P225 - P07 [Pa],P226 - P08 [Pa],P227 - P09 [Pa],P228 - P11 [Pa],P229 - P10 [Pa],P230 - P12 [Pa],P231 - P13 [Pa],P232 - P14 [Pa],P233 - P15 [Pa],P234 - TC01 [K],P235 - TC02 [K],P236 - TC03 [K],P237 - TC04 [K],P238 - TC05 [K],P239 - TC06 [K],P240 - TC07 [K],P241 - TC09 [K],P242 - TC08 [K],P243 - TC10 [K],P244 - TC11 [K],P245 - TC12 [K],P246 - TC13 [K],P247 - TC14 [K],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P252 - TF05 [K],P253 - TF06 [K],P254 - TF07 [K],P255 - TF08 [K],P256 - TF09 [K],P257 - TF10 [K],P258 - TF11 [K],P259 - TF12 [K],P260 - TF13 [K],P261 - TF14 [K],P262 - TF15 [K],P263 - V02 [m s^-1],P264 - V01 [m s^-1],P265 - V03 [m s^-1],P266 - V04 [m s^-1],P267 - V05 [m s^-1],P268 - V06 [m s^-1],P269 - V07 [m s^-1],P270 - V08 [m s^-1],P271 - V09 [m s^-1],P272 - V10 [m s^-1],P273 - V11 [m s^-1],P274 - V13 [m s^-1],P275 - V12 [m s^-1],P276 - V14 [m s^-1],P277 - V15 [m s^-1]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252,P253,P254,P255,P256,P257,P258,P259,P260,P261,P262,P263,P264,P265,P266,P267,P268,P269,P270,P271,P272,P273,P274,P275,P276,P277
DP 1065,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,61.918,0.03,0.0205,0.015,0.6,188774.81924412792,0.54127701964371933,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,134.668,116.127,103.685,91.7416,80.933,71.8246,63.2901,54.6362,46.5406,30.9606,38.9031,23.3341,16.2369,8.60522,-0.159795,299.961,303.148,305.248,307.6,310.184,312.777,315.545,320.353,317.626,322.463,324.701,327.487,329.458,331.434,288.21,289.546,291.08,292.762,294.483,296.397,298.487,300.681,302.778,305.043,307.144,309.245,311.421,313.552,314.708,5.54688,6.36442,4.89316,4.47217,4.23981,3.91596,3.72628,3.59283,3.64513,3.54443,3.56937,3.44482,3.50525,3.40706,3.72838
DP 1066,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,65.98,0.03,0.0205,0.015,0.6,188774.81924412792,0.57678635866941119,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,152.038,131.212,117.144,103.642,91.4135,81.1072,71.4693,61.7484,52.5432,34.9511,43.9181,26.3336,18.3198,9.70762,-0.196063,299.323,302.378,304.365,306.614,309.09,311.551,314.162,318.716,316.172,320.714,322.815,325.465,327.295,329.153,288.132,289.39,290.83,292.417,294.033,295.832,297.793,299.846,301.829,303.953,305.927,307.902,309.942,311.944,313.034,5.90252,6.7852,5.21223,4.76236,4.51648,4.17157,3.96824,3.83313,3.87548,3.77106,3.79515,3.66412,3.72804,3.62383,3.9658
DP 1067,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,70.041,0.03,0.0205,0.015,0.6,188774.81924412792,0.6122869558588091,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,170.362,147.197,131.402,116.241,102.517,90.9369,80.1124,69.2773,58.8974,39.1559,49.2099,29.4958,20.5349,10.889,-0.231832,298.753,301.678,303.551,305.705,308.088,310.437,312.924,317.249,314.83,319.133,321.113,323.818,325.372,327.12,288.058,289.249,290.608,292.108,293.631,295.33,297.177,299.114,300.985,302.987,304.849,306.712,308.636,310.523,311.552,6.25622,7.20739,5.53158,5.05272,4.79215,4.42657,4.21192,4.06075,4.10643,3.99779,4.02164,3.88745,3.9494,3.84056,4.20545
DP 1068,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,74.102,0.03,0.0205,0.015,0.6,188774.81924412792,0.64778755304820712,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,189.623,164.041,146.438,129.535,114.217,101.281,89.2178,77.231,65.5774,43.5746,54.7722,32.8148,22.851,12.1235,-0.277257,298.241,301.041,302.804,304.867,307.159,309.418,311.795,315.916,313.613,317.703,319.587,322.175,323.632,325.279,287.989,289.122,290.406,291.831,293.271,294.882,296.628,298.462,300.232,302.125,303.886,305.651,307.47,309.257,310.232,6.60856,7.63083,5.85106,5.34309,5.06868,4.68253,4.45384,4.28473,4.33723,4.22366,4.24758,4.10462,4.17025,4.05451,4.44347
DP 1069,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,78.163,0.03,0.0205,0.015,0.6,188774.81924412792,0.683288150237605,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,209.803,181.691,162.217,143.487,126.477,112.127,98.7453,85.5198,72.5556,48.1891,60.5831,36.2791,25.2623,13.4062,-0.322241,297.816,300.474,302.149,304.102,306.298,308.471,310.757,314.691,312.492,316.389,318.182,320.675,322.044,323.606,287.929,289.01,290.226,291.582,292.946,294.477,296.134,297.876,299.555,301.35,303.022,304.699,306.425,308.12,309.049,6.96186,8.05313,6.16815,5.63303,5.34689,4.93798,4.69662,4.51001,4.56853,4.44916,4.47328,4.32101,4.39094,4.26798,4.67904
DP 1070,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,82.224,0.03,0.0205,0.015,0.6,188774.81924412792,0.71878874742700316,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,230.924,200.229,178.765,158.131,139.347,123.504,108.737,94.2141,79.883,53.047,66.6874,39.9312,27.8086,14.774,-0.37514,297.438,299.969,301.549,303.406,305.522,307.606,309.801,313.555,311.451,315.177,316.9,319.298,320.589,322.079,287.877,288.908,290.062,291.355,292.65,294.11,295.686,297.345,298.943,300.65,302.241,303.839,305.482,307.096,307.98,7.31362,8.47518,6.48754,5.92266,5.62378,5.19424,4.939,4.73455,4.79956,4.67442,4.69776,4.53694,4.61124,4.48054,4.91726
DP 1071,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,86.286,0.03,0.0205,0.015,0.6,188774.81924412792,0.754298086452695,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,252.854,219.585,196.08,173.481,152.818,135.39,119.166,103.29,87.5183,58.0814,73.0379,43.724,30.4494,16.1845,-0.435844,297.098,299.51,301,302.781,304.798,306.796,308.907,312.494,310.475,314.048,315.699,318.017,319.246,320.671,287.826,288.815,289.913,291.149,292.383,293.775,295.277,296.861,298.384,300.012,301.53,303.056,304.624,306.165,307.01,7.66467,8.90092,6.80629,6.21116,5.9012,5.45255,5.18304,4.95889,5.03071,4.8999,4.9227,4.75175,4.83082,4.69267,5.15308
DP 1072,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,90.347,0.03,0.0205,0.015,0.6,188774.81924412792,0.78979868364209294,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,275.697,239.729,214.137,189.478,166.886,147.805,130.047,112.741,95.497,63.3418,79.6673,47.6819,33.2021,17.6572,-0.508631,296.789,299.092,300.495,302.199,304.132,306.04,308.072,311.504,309.573,313.009,314.594,316.836,318.004,319.365,287.782,288.731,289.774,290.959,292.137,293.467,294.901,296.417,297.872,299.427,300.879,302.34,303.841,305.315,306.123,8.0175,9.3237,7.12907,6.50142,6.17803,5.7092,5.42821,5.1847,5.26111,5.12542,5.14741,4.96557,5.0502,4.90425,5.38842
DP 1073,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,94.408,0.03,0.0205,0.015,0.6,188774.81924412792,0.82529928083149084,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,299.514,260.741,232.9,206.093,181.52,160.728,141.378,122.525,103.778,68.8027,86.55,51.7931,36.0672,19.1892,-0.581166,296.516,298.723,300.043,301.667,303.529,305.358,307.313,310.602,308.746,312.042,313.566,315.732,316.846,318.153,287.743,288.654,289.651,290.785,291.911,293.186,294.56,296.01,297.403,298.892,300.284,301.685,303.124,304.537,305.311,8.36885,9.74269,7.44944,6.79322,6.45401,5.96574,5.67224,5.41643,5.49329,5.35073,5.37169,5.1791,5.26926,5.11519,5.62256
DP 1074,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,98.469,0.03,0.0205,0.015,0.6,188774.81924412792,0.86079987802088875,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,324.231,282.655,252.46,223.461,196.759,174.175,153.159,132.652,112.397,74.4728,93.6884,56.0306,39.0017,20.7563,-0.666549,296.272,298.385,299.627,301.179,302.959,304.717,306.601,309.753,307.978,311.139,312.608,314.691,315.76,317.021,287.709,288.584,289.536,290.625,291.702,292.924,294.242,295.632,296.969,298.397,299.732,301.077,302.458,303.815,304.56,8.71735,10.1607,7.77491,7.08427,6.73397,6.22462,5.91828,5.65419,5.72391,5.5784,5.59669,5.39478,5.49081,5.32519,5.85511
DP 1075,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,102.531,0.03,0.0205,0.015,0.6,188774.81924412792,0.89630921704658073,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,349.752,305.353,272.8,241.499,212.602,188.152,165.409,143.18,121.313,80.3193,101.085,60.4125,42.0151,22.361,-0.761268,296.038,298.074,299.244,300.725,302.438,304.12,305.937,308.966,307.252,310.307,311.716,313.72,314.752,315.98,287.675,288.518,289.431,290.477,291.51,292.683,293.949,295.282,296.567,297.937,299.221,300.515,301.842,303.147,303.866,9.06657,10.5795,8.09788,7.37741,7.01526,6.48487,6.16481,5.89161,5.95824,5.8063,5.82333,5.61071,5.71241,5.53428,6.08505
DP 1076,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,106.592,0.03,0.0205,0.015,0.6,188774.81924412792,0.93180981423597864,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,376.231,328.836,293.771,260.188,229.048,202.686,178.141,154.103,130.625,86.4203,108.815,64.9871,45.1805,24.0209,-0.871414,295.825,297.789,298.891,300.312,301.953,303.568,305.321,308.239,306.595,309.53,310.885,312.835,313.815,315.001,287.645,288.456,289.332,290.34,291.331,292.458,293.677,294.959,296.195,297.512,298.747,299.994,301.272,302.527,303.222,9.41993,10.9959,8.42754,7.6687,7.29287,6.74257,6.41179,6.13109,6.1909,6.03347,6.05183,5.82564,5.93145,5.74677,6.31761
DP 1077,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,110.653,0.03,0.0205,0.015,0.6,188774.81924412792,0.96731041142537677,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,403.406,353.105,315.477,279.428,245.959,217.662,191.254,165.166,140.193,92.6721,116.721,69.6811,48.4138,25.7209,-1.00611,295.626,297.525,298.565,299.925,301.502,303.056,304.754,307.557,305.976,308.805,310.115,311.996,312.93,314.088,287.545,288.399,289.242,290.212,291.163,292.25,293.423,294.657,295.849,297.117,298.307,299.51,300.742,301.951,302.624,9.76533,11.4142,8.74819,7.9642,7.57443,6.99992,6.65826,6.38013,6.42668,6.26275,6.27868,6.04159,6.15039,5.9589,6.55045
DP 1078,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,114.714,0.03,0.0205,0.015,0.6,188774.81924412792,1.0028110086147748,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,431.421,378.103,337.813,299.241,263.415,233.073,204.73,176.942,149.99,99.0716,124.831,74.4427,51.6952,27.4146,-1.15727,295.43,297.275,298.265,299.572,301.087,302.581,304.21,306.923,305.39,308.127,309.391,311.215,312.121,313.238,287.59,288.345,289.158,290.094,291.01,292.058,293.189,294.379,295.528,296.748,297.896,299.059,300.248,301.415,302.069,10.1183,11.8336,9.07405,8.25822,7.85134,7.25897,6.90707,6.60535,6.6615,6.49121,6.50607,6.25714,6.37058,6.17009,6.77807
DP 1079,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,118.776,0.03,0.0205,0.015,0.6,188774.81924412792,1.0383203476404665,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,460.34,403.927,360.902,319.788,281.558,249.075,218.732,189.266,160.147,105.738,133.277,79.5412,55.1791,29.2497,-1.31957,295.252,297.041,297.984,299.247,300.7,302.138,303.703,306.328,304.829,307.493,308.721,310.468,311.358,312.442,287.498,288.294,289.077,289.981,290.866,291.876,292.968,294.118,295.228,296.404,297.512,298.637,299.784,300.911,301.544,10.4704,12.2518,9.40058,8.55048,8.12722,7.51924,7.15602,6.81516,6.8991,6.71909,6.73483,6.47343,6.58657,6.38221,7.01504
DP 1080,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,122.837,0.03,0.0205,0.015,0.6,188774.81924412792,1.0738209448298646,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,490.053,430.403,384.706,340.837,300.185,265.488,233.077,201.519,170.618,112.615,141.962,84.6972,58.7338,31.1242,-1.52583,295.08,296.826,297.725,298.942,300.341,301.728,303.24,305.778,304.334,306.904,308.086,309.791,310.642,311.692,287.542,288.247,289.004,289.877,290.733,291.711,292.764,293.873,294.947,296.084,297.154,298.244,299.353,300.443,301.057,10.8222,12.6674,9.72418,8.85128,8.40468,7.78,7.40815,7.06167,7.13262,6.94599,6.9604,6.6882,6.80557,6.59338,7.25416
DP 1081,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,126.898,0.03,0.0205,0.015,0.6,188774.81924412792,1.1093215420192624,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,520.674,457.86,409.151,362.597,319.416,282.514,247.925,213.845,181.47,119.725,150.937,89.8733,62.3911,33.0469,-1.72063,294.923,296.622,297.479,298.655,300.005,301.339,302.827,305.263,303.855,306.349,307.488,309.154,309.973,310.992,287.459,288.203,288.934,289.779,290.608,291.552,292.57,293.646,294.683,295.783,296.818,297.871,298.951,300.006,300.6,11.1655,13.0821,10.0523,9.14514,8.68256,8.04145,7.66235,7.30869,7.37143,7.17492,7.18945,6.90793,7.03341,6.80532,7.49212
DP 1082,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,130.959,0.03,0.0205,0.015,0.6,188774.81924412792,1.1448221392086604,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,552.006,485.708,434.109,384.939,339.102,299.966,263.146,227.007,192.526,126.938,160.085,95.2495,66.1045,34.9959,-1.92853,294.769,296.431,297.254,298.39,299.696,300.982,302.425,304.778,303.41,305.832,306.937,308.553,309.346,310.339,287.502,288.161,288.868,289.688,290.49,291.407,292.393,293.435,294.438,295.502,296.505,297.525,298.571,299.593,300.171,11.5219,13.4966,10.3775,9.43147,8.95856,8.29556,7.91055,7.53878,7.60948,7.40592,7.41867,7.12501,7.25522,7.01521,7.72714
DP 1083,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,135.02,0.03,0.0205,0.015,0.6,188774.81924412792,1.1803227363980586,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,584.152,514.384,459.854,407.735,359.338,317.755,278.735,240.527,203.839,134.324,169.442,100.768,69.946,37.0191,-2.16481,294.629,296.307,297.045,298.143,299.402,300.649,302.045,304.323,302.993,305.347,306.423,307.99,308.757,309.717,287.484,288.122,288.808,289.601,290.381,291.269,292.224,293.235,294.207,295.237,296.21,297.202,298.214,299.205,299.766,11.8713,13.9101,10.7112,9.72991,9.2307,8.55776,8.15564,7.76334,7.84246,7.63561,7.64675,7.34256,7.47579,7.22563,7.9636
DP 1084,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,139.082,0.03,0.0205,0.015,0.6,188774.81924412792,1.2158320754237504,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,617.102,543.834,486.159,431.125,379.965,335.911,294.672,254.214,215.383,141.842,178.996,106.359,73.8053,39.0087,-2.41612,294.491,296.136,296.843,297.908,299.121,300.333,301.685,303.898,302.603,304.89,305.937,307.455,308.204,309.13,287.467,288.086,288.75,289.521,290.276,291.138,292.065,293.045,293.989,294.987,295.931,296.895,297.876,298.838,299.385,12.221,14.3237,11.0393,10.0226,9.51151,8.82183,8.4013,7.99868,8.07745,7.86316,7.8748,7.55993,7.69721,7.44092,8.1978
DP 1085,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,143.143,0.03,0.0205,0.015,0.6,188774.81924412792,1.2513326726131484,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,650.88,574.076,513.205,455.172,401.126,354.586,311.039,268.349,227.262,149.632,188.847,112.245,77.8428,41.1156,-2.65355,294.351,295.974,296.654,297.684,298.868,300.038,301.352,303.497,302.24,304.465,305.481,306.957,307.685,308.579,287.452,288.051,288.696,289.444,290.177,291.015,291.915,292.866,293.784,294.753,295.669,296.606,297.561,298.494,299.028,12.5731,14.7417,11.3661,10.3144,9.79025,9.08045,8.6472,8.2279,8.31136,8.0908,8.10118,7.77598,7.91224,7.65503,8.43359
DP 1086,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,147.204,0.03,0.0205,0.015,0.6,188774.81924412792,1.2868332698025464,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,685.45,604.843,540.79,479.685,422.646,373.54,327.62,282.349,239.426,157.614,198.949,118.269,81.8914,43.208,-2.91133,294.225,295.823,296.473,297.471,298.625,299.757,301.033,303.124,301.909,304.067,305.047,306.482,307.19,308.06,287.383,288.017,288.644,289.371,290.082,290.898,291.772,292.695,293.587,294.531,295.422,296.335,297.262,298.167,298.69,12.9302,15.1566,11.6908,10.608,10.0709,9.34029,8.8976,8.47967,8.54186,8.31451,8.32626,7.99414,8.13134,7.86786,8.66634
DP 1087,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,151.265,0.03,0.0205,0.015,0.6,188774.81924412792,1.3223338669919442,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,720.783,636.248,568.895,504.691,444.601,392.886,344.569,297.014,251.72,165.698,209.201,124.401,86.0837,45.3539,-3.19613,294.122,295.685,296.305,297.272,298.397,299.493,300.728,302.767,301.594,303.687,304.642,306.03,306.725,307.568,287.37,287.988,288.597,289.304,289.995,290.789,291.638,292.534,293.401,294.321,295.188,296.077,296.977,297.858,298.369,13.2721,15.5708,12.014099999999999,10.899,10.3495,9.60078,9.1452,8.71817,8.77615,8.53892,8.55041,8.207,8.34917,8.08195,8.90026
DP 1088,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,155.327,0.03,0.0205,0.015,0.6,188774.81924412792,1.357843206017636,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,756.751,668.418,597.656,530.19,467.08,412.737,361.988,312.231,264.295,173.954,219.674,130.619,90.4415,47.5912,-3.51202,294.015,295.548,296.139,297.079,298.18,299.247,300.439,302.424,301.283,303.328,304.258,305.606,306.289,307.106,287.358,287.959,288.551,289.239,289.911,290.684,291.511,292.382,293.226,294.122,294.967,295.833,296.709,297.566,298.065,13.6119,15.9873,12.3394,11.1966,10.627,9.85773,9.388,8.9484,9.01348,8.7638,8.7766,8.41429,8.56799,8.29424,9.13638
DP 1089,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.25,0.032,159.388,0.03,0.0205,0.015,0.6,188774.81924412792,1.393343803207034,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,793.378,701.148,626.947,556.155,489.99,432.944,379.67,327.666,277.132,182.404,230.371,136.927,94.7546,49.8298,-3.84617,293.911,295.415,295.981,296.899,297.975,299.013,300.17,302.107,300.992,302.991,303.895,305.205,305.873,306.668,287.347,287.932,288.508,289.178,289.832,290.586,291.39,292.239,293.061,293.934,294.757,295.601,296.454,297.289,297.777,13.9566,16.4054,12.6562,11.4899,10.9024,10.1175,9.63903,9.17599,9.24994,8.98687,9.00181,8.63212,8.78915,8.50455,9.37175
