# 
# 06/15/2021 17:48:16
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P208 - D05 [kg m^-3],P209 - D06 [kg m^-3],P210 - D07 [kg m^-3],P211 - D08 [kg m^-3],P212 - D09 [kg m^-3],P213 - D10 [kg m^-3],P214 - D11 [kg m^-3],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P252 - TF05 [K],P253 - TF06 [K],P254 - TF07 [K],P255 - TF08 [K],P256 - TF09 [K],P257 - TF10 [K],P258 - TF11 [K],P281 - V01 [m s^-1],P282 - V02 [m s^-1],P283 - V03 [m s^-1],P284 - V04 [m s^-1],P285 - V05 [m s^-1],P286 - V06 [m s^-1],P287 - V07 [m s^-1],P288 - V08 [m s^-1],P289 - V09 [m s^-1],P290 - V10 [m s^-1],P291 - V11 [m s^-1],P296 - P01 [Pa],P297 - P02 [Pa],P298 - P03 [Pa],P299 - P04 [Pa],P300 - P05 [Pa],P301 - P06 [Pa],P302 - P07 [Pa],P303 - P08 [Pa],P304 - P09 [Pa],P305 - P10 [Pa],P306 - P11 [Pa],P311 - TC01 [K],P312 - TC02 [K],P313 - TC03 [K],P314 - TC04 [K],P315 - TC05 [K],P316 - TC06 [K],P317 - TC07 [K],P318 - TC08 [K],P319 - TC09 [K],P320 - TC10 [K]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P248,P249,P250,P251,P252,P253,P254,P255,P256,P257,P258,P281,P282,P283,P284,P285,P286,P287,P288,P289,P290,P291,P296,P297,P298,P299,P300,P301,P302,P303,P304,P305,P306,P311,P312,P313,P314,P315,P316,P317,P318,P319,P320
DP 1054,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,17.245,0.03,0.0205,0.015,0.6,188774.81924412792,0.1507529668877538,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,290.242,294.962,300.723,307.166,313.441,319.814,327.281,335.109,342.702,350.524,355.084,1.81076,1.52635,1.32089,1.21059,1.16766,1.14193,1.04878,0.991567,0.988049,1.00999,1.06827,8.83346,7.43451,6.28639,5.32845,4.37536,3.49016,2.78976,2.12661,1.45229,0.747159,-0.0191988,316.588,324.17,331.593,338.939,346.259,355.416,362.397,370.835,378.842,386.218
DP 1055,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,21.306,0.03,0.0205,0.015,0.6,188774.81924412792,0.1862535640771518,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.751,293.57,298.248,303.443,308.497,313.647,319.702,326.046,332.188,338.515,342.282,2.23497,1.88371,1.63013,1.49673,1.44218,1.40679,1.29165,1.22369,1.21406,1.24361,1.31061,13.2134,11.1207,9.40584,7.9563,6.50989,5.20076,4.15921,3.16867,2.16853,1.11438,-0.0237501,313.328,319.587,325.765,331.811,337.809,345.384,351.078,357.968,364.494,370.421
DP 1056,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,25.367,0.03,0.0205,0.015,0.6,188774.81924412792,0.22175416126654979,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.405,292.616,296.558,300.903,305.144,309.469,314.558,319.892,325.034,330.363,333.558,2.65593,2.24177,1.93811,1.78351,1.71509,1.66653,1.53414,1.45465,1.4415,1.47493,1.55271,18.4471,15.5091,13.1156,11.0788,9.04856,7.2396,5.78715,4.40614,3.01012,1.549,-0.0318134,310.886,316.233,321.55,326.678,331.785,338.299,343.08,348.944,354.595,359.487
DP 1057,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,29.429,0.03,0.0205,0.015,0.6,188774.81924412792,0.2572635002922416,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.145,291.921,295.332,299.055,302.713,306.447,310.826,315.427,319.831,324.453,327.237,3.07613,2.59783,2.24601,2.07366,1.98741,1.9222,1.77741,1.68376,1.67109,1.70667,1.79261,24.5117,20.5923,17.4002,14.6792,11.9807,9.6082,7.66709,5.84047,3.9831,2.04516,-0.0394153,308.963,313.652,318.317,322.753,327.218,332.963,337.089,342.215,347.031,351.234
DP 1058,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,33.49,0.03,0.0205,0.015,0.6,188774.81924412792,0.29276409748163956,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.937,291.388,294.396,297.651,300.871,304.155,308.003,312.049,315.895,319.962,322.425,3.49698,2.9514,2.55251,2.3625,2.25847,2.18078,2.01947,1.91267,1.90141,1.93805,2.03023,31.4302,26.4061,22.3205,18.7997,15.3417,12.3088,9.81192,7.4747,5.0865,2.61868,-0.0399607,307.375,311.564,315.743,319.665,323.662,328.785,332.426,337.004,341.183,344.872
DP 1059,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,37.551,0.03,0.0205,0.015,0.6,188774.81924412792,0.32826469467103758,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.766,290.959,293.656,296.546,299.421,302.352,305.786,309.397,312.818,316.453,318.657,3.91851,3.30523,2.85874,2.64819,2.52829,2.44178,2.26114,2.14257,2.1285,2.1677,2.26715,39.1836,32.8985,27.8032,23.4039,19.1108,15.3299,12.2042,9.28528,6.30812,3.24989,-0.0455799,306.04,309.817,313.622,317.156,320.784,325.403,328.673,332.788,336.61,339.844
DP 1060,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,41.612,0.03,0.0205,0.015,0.6,188774.81924412792,0.36376529186043555,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.623,290.609,293.056,295.655,298.251,300.901,304.004,307.267,310.342,313.635,315.63,4.34057,3.65637,3.16412,2.93357,2.79749,2.6985,2.50171,2.37201,2.35528,2.39608,2.50408,47.7614,40.0865,33.8788,28.5022,23.2904,18.6845,14.8534,11.2884,7.65824,3.94855,-0.054348,304.893,308.35,311.845,315.044,318.39,322.6,325.573,329.319,332.853,335.724
DP 1061,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,45.673,0.03,0.0205,0.015,0.6,188774.81924412792,0.39926588904983351,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.497,290.313,292.557,294.916,297.282,299.704,302.531,305.51,308.297,311.313,313.134,4.76277,4.00836,3.46767,3.21645,3.06758,2.95452,2.74312,2.60123,2.58287,2.62451,2.74105,57.1704,47.978,40.5641,34.1175,27.8881,22.3794,17.7635,13.4905,9.13872,4.7129,-0.0652191,303.854,307.075,310.33,313.255,316.359,320.234,322.96,326.398,329.671,332.258
DP 1062,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,49.735,0.03,0.0205,0.015,0.6,188774.81924412792,0.43477522807552538,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.388,290.054,292.134,294.287,296.463,298.694,301.292,304.036,306.579,309.361,311.039,5.18491,4.3636,3.77161,3.50005,3.33775,3.21054,2.98347,2.8307,2.80935,2.85243,2.97814,67.3675,56.5377,47.8165,40.2145,32.8648,26.3861,20.9266,15.8837,10.7551,5.54365,-0.0796264,302.855,305.949,308.994,311.709,314.608,318.197,320.717,323.89,326.904,329.283
DP 1063,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,53.796,0.03,0.0205,0.015,0.6,188774.81924412792,0.4702758252649234,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.288,289.825,291.769,293.747,295.763,297.831,300.234,302.781,305.117,307.695,309.251,5.60854,4.71958,4.07609,3.78336,3.60691,3.46839,3.22459,3.05937,3.03417,3.08036,3.21545,78.3781,65.7948,55.6695,46.7999,38.2459,30.7055,24.3371,18.4612,12.4955,6.448,-0.0981894,301.953,304.933,307.815,310.368,313.075,316.424,318.776,321.731,324.543,326.725
DP 1064,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,57.857,0.03,0.0205,0.015,0.6,188774.81924412792,0.50577642245432131,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.194,289.62,291.451,293.279,295.158,297.087,299.322,301.699,303.855,306.262,307.715,6.03267,5.07746,4.38081,4.06593,3.87535,3.72516,3.46599,3.28721,3.25969,3.3093,3.45287,90.1638,75.7268,64.0795,53.8654,44.0297,35.3493,28.0075,21.2385,14.3671,7.40417,-0.11582,301.128,303.989,306.752,309.172,311.723,314.866,317.073,319.834,322.494,324.491
DP 1065,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,61.918,0.03,0.0205,0.015,0.6,188774.81924412792,0.54127701964371933,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.105,289.439,291.166,292.867,294.63,296.439,298.526,300.756,302.757,305.018,306.377,6.45857,5.43206,4.68685,4.34818,4.14372,3.98076,3.70774,3.5162,3.48436,3.53637,3.69026,102.725,86.3367,73.0612,61.4082,50.1961,40.313,31.9287,24.1961,16.3554,8.42776,-0.143104,300.391,303.14,305.769,308.096,310.515,313.475,315.557,318.154,320.639,322.509
DP 1066,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,65.98,0.03,0.0205,0.015,0.6,188774.81924412792,0.57678635866941119,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.023,289.276,290.916,292.501,294.162,295.868,297.826,299.926,301.793,303.923,305.2,6.88827,5.78649,4.99138,4.63528,4.41263,4.23554,3.94855,3.7449,3.70931,3.76227,3.9274,115.963,97.5736,82.5994,69.3985,56.7458,45.569,36.0809,27.3283,18.4568,9.51926,-0.18427,299.763,302.357,304.853,307.1,309.418,312.225,314.202,316.668,318.964,320.732
DP 1067,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,70.041,0.03,0.0205,0.015,0.6,188774.81924412792,0.6122869558588091,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.949,289.128,290.689,292.171,293.744,295.358,297.202,299.189,300.936,302.951,304.158,7.31727,6.14281,5.29688,4.92167,4.68172,4.49226,4.18975,3.97269,3.93214,3.98864,4.16319,129.964,109.48,92.7151,77.8587,63.669,51.1179,40.462,30.6301,20.6806,10.6568,-0.221424,299.179,301.633,304.025,306.185,308.4,311.091,312.97,315.312,317.499,319.158
DP 1068,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,74.102,0.03,0.0205,0.015,0.6,188774.81924412792,0.64778755304820712,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.882,288.995,290.486,291.876,293.369,294.902,296.644,298.527,300.17,302.082,303.228,7.7461,6.49905,5.60281,5.20686,4.95231,4.75097,4.43133,4.20156,4.15543,4.21493,4.3999,144.75,122.071,103.437,86.8399,70.9713,56.9786,45.0988,34.1269,23.0417,11.8758,-0.255347,298.663,300.978,303.269,305.359,307.456,310.051,311.833,314.074,316.222,317.733
DP 1069,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,78.163,0.03,0.0205,0.015,0.6,188774.81924412792,0.683288150237605,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.822,288.876,290.302,291.608,293.027,294.487,296.14,297.93,299.481,301.3,302.389,8.17433,6.85364,5.90796,5.49836,5.22529,5.01072,4.67228,4.43028,4.37691,4.43916,4.63717,160.165,135.239,114.664,96.1996,78.6266,63.102,49.9341,37.7615,25.4998,13.1553,-0.303087,298.219,300.398,302.574,304.58,306.586,309.094,310.79,312.937,314.99,316.41
DP 1070,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,82.224,0.03,0.0205,0.015,0.6,188774.81924412792,0.71878874742700316,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.767,288.768,290.134,291.364,292.715,294.108,295.681,297.387,298.855,300.592,301.631,8.60302,7.20852,6.21844,5.79209,5.4986,5.26816,4.91379,4.6588,4.60221,4.66594,4.87341,176.328,149.089,126.469,106.032,86.6647,69.5786,55.0618,41.6277,28.0788,14.464,-0.35743,297.827,299.871,301.937,303.853,305.781,308.194,309.826,311.883,313.825,315.18
DP 1071,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,86.286,0.03,0.0205,0.015,0.6,188774.81924412792,0.754298086452695,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.718,288.672,289.982,291.143,292.432,293.765,295.266,296.899,298.289,299.948,300.941,9.03225,7.56023,6.52752,6.08543,5.77307,5.52636,5.15349,4.8883,4.82522,4.89416,5.11173,193.217,163.602,138.834,116.373,95.1569,76.3765,60.419,45.6437,30.8001,15.8721,-0.405482,297.47,299.401,301.363,303.202,305.054,307.368,308.931,310.916,312.809,314.056
DP 1072,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,90.347,0.03,0.0205,0.015,0.6,188774.81924412792,0.78979868364209294,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.674,288.583,289.841,290.939,292.172,293.448,294.881,296.447,297.769,299.357,300.311,9.46024,7.91714,6.84097,6.38019,6.04684,5.78922,5.39632,5.11584,5.04868,5.12051,5.34726,210.835,178.721,151.711,127.123,103.968,83.4315,65.9855,49.8444,33.6273,17.3175,-0.462422,297.14,298.966,300.838,302.6,304.361,306.583,308.096,310.01,311.82,313.01
DP 1073,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,94.408,0.03,0.0205,0.015,0.6,188774.81924412792,0.82529928083149084,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.635,288.502,289.712,290.752,291.934,293.158,294.528,296.034,297.289,298.816,299.733,9.8881,8.27426,7.15355,6.67569,6.32045,6.04954,5.63909,5.34536,5.27402,5.34768,5.58197,229.067,194.412,165.098,138.285,113.075,90.7479,71.7771,54.2144,36.5382,18.7955,-0.533072,296.84,298.573,300.361,302.048,303.758,305.864,307.324,309.16,310.912,312.045
DP 1074,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,98.469,0.03,0.0205,0.015,0.6,188774.81924412792,0.86079987802088875,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.599,288.429,289.591,290.58,291.714,292.892,294.203,295.652,296.848,298.317,299.201,10.3148,8.63696,7.47415,6.96783,6.5917,6.30876,5.88307,5.57557,5.50025,5.57445,5.81643,248.127,210.811,179.047,150.007,122.737,98.4543,77.8397,58.7909,39.5926,20.3323,-0.609466,296.571,298.211,299.918,301.543,303.189,305.199,306.615,308.372,310.028,311.143
DP 1075,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,102.531,0.03,0.0205,0.015,0.6,188774.81924412792,0.89630921704658073,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.567,288.362,289.481,290.423,291.51,292.644,293.903,295.299,296.44,297.854,298.708,10.7414,8.99436,7.79337,7.26579,6.86966,6.56916,6.12342,5.80675,5.72687,5.80276,6.05271,267.692,227.734,193.44,162.025,132.57,106.376,84.1314,63.5229,42.7485,21.938,-0.687095,296.327,297.884,299.517,301.069,302.661,304.586,305.953,307.642,309.248,310.314
DP 1076,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,106.592,0.03,0.0205,0.015,0.6,188774.81924412792,0.93180981423597864,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.538,288.301,289.378,290.277,291.321,292.415,293.624,294.971,296.062,297.425,298.251,11.1651,9.35049,8.11364,7.56704,7.14609,6.83076,6.36911,6.03847,5.95244,6.02814,6.28883,288.117,245.439,208.502,174.595,142.874,114.653,90.6435,68.4388,46.0341,23.607,-0.773028,296.101,297.586,299.143,300.638,302.173,304.015,305.337,306.962,308.502,309.536
DP 1077,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,110.653,0.03,0.0205,0.015,0.6,188774.81924412792,0.96731041142537677,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.511,288.243,289.283,290.142,291.147,292.202,293.365,294.667,295.711,297.027,297.827,11.592,9.71118,8.43292,7.86468,7.41963,7.09439,6.61524,6.26903,6.18099,6.25428,6.52488,308.997,263.501,223.903,187.486,153.509,123.17,97.3476,73.5004,49.3983,25.317,-0.874198,295.889,297.312,298.797,300.243,301.721,303.484,304.762,306.32,307.822,308.82
DP 1078,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,114.714,0.03,0.0205,0.015,0.6,188774.81924412792,1.0028110086147748,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.486,288.19,289.194,290.018,290.985,292.004,293.123,294.383,295.384,296.654,297.432,12.0188,10.0659,8.75492,8.16296,7.69786,7.35753,6.86293,6.50723,6.40796,6.47808,6.76179,330.588,282.33,239.912,200.88,164.466,131.986,104.301,78.7161,52.8916,27.0996,-0.983295,295.69,297.054,298.479,299.875,301.297,302.99,304.223,305.733,307.172,308.141
DP 1079,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,118.776,0.03,0.0205,0.015,0.6,188774.81924412792,1.0383203476404665,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.463,288.141,289.113,289.904,290.836,291.819,292.899,294.116,295.078,296.306,297.062,12.4454,10.4209,9.07182,8.45629,7.97755,7.62967,7.11134,6.75017,6.63936,6.70369,6.99906,352.689,301.606,256.265,214.669,175.756,140.988,111.449,83.9601,56.4157,28.9476,-1.09645,295.503,296.825,298.192,299.532,300.905,302.525,303.721,305.173,306.595,307.52
DP 1080,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,122.837,0.03,0.0205,0.015,0.6,188774.81924412792,1.0738209448298646,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.443,288.095,289.035,289.796,290.695,291.646,292.689,293.868,294.793,295.981,296.718,12.8708,10.7825,9.39217,8.75008,8.25692,7.89349,7.35873,6.98708,6.8695,6.93315,7.23782,375.546,321.547,273.234,229.005,187.498,150.402,118.882,89.5789,60.1392,30.8235,-1.22356,295.327,296.604,297.922,299.21,300.538,302.097,303.255,304.654,306.03,306.926
DP 1081,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,126.898,0.03,0.0205,0.015,0.6,188774.81924412792,1.1093215420192624,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.424,288.052,288.961,289.695,290.564,291.483,292.492,293.636,294.527,295.676,296.394,13.295,11.1429,9.71392,9.04842,8.53769,8.16129,7.6043,7.2212,7.09997,7.16259,7.47598,399.005,342.007,290.622,243.646,199.509,160.018,126.521,95.3252,63.9343,32.7271,-1.35965,295.158,296.4,297.663,298.908,300.194,301.697,302.83,304.172,305.503,306.365
DP 1082,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,130.959,0.03,0.0205,0.015,0.6,188774.81924412792,1.1448221392086604,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.406,288.013,288.893,289.6,290.441,291.332,292.308,293.417,294.277,295.389,296.091,13.717,11.5014,10.0367,9.3483,8.81811,8.42909,7.8537,7.45649,7.33185,7.39323,7.717,423.216,363.068,308.508,258.698,211.83,169.882,134.337,101.212,67.8519,34.7347,-1.52106,295.009,296.206,297.426,298.628,299.88,301.32,302.423,303.716,305.012,305.847
DP 1083,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,135.02,0.03,0.0205,0.015,0.6,188774.81924412792,1.1803227363980586,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.39,287.977,288.83,289.512,290.325,291.19,292.135,293.211,294.044,295.123,295.808,14.1393,11.8572,10.3566,9.64645,9.09971,8.69498,8.10135,7.69092,7.55982,7.61836,7.95516,447.977,384.666,326.86,274.166,224.461,180.01,142.322,107.219,71.8439,36.7802,-1.69251,294.866,296.024,297.201,298.361,299.578,300.962,302.047,303.291,304.551,305.373
DP 1084,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.25,0.032,139.082,0.03,0.0205,0.015,0.6,188774.81924412792,1.2158320754237504,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.374,287.943,288.769,289.428,290.216,291.055,291.973,293.017,293.823,294.871,295.539,14.5601,12.2142,10.6806,9.94796,9.38356,8.96207,8.34575,7.92782,7.78771,7.84596,8.19384,473.374,406.855,345.615,289.975,237.378,190.39,150.545,113.382,75.9601,38.8489,-1.86307,294.726,295.85,296.986,298.105,299.29,300.633,301.692,302.891,304.126,304.918
